locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
437213,Natan's Catering,Truck,1400001,25TH ST: MARYLAND ST to MICHIGAN ST (400 - 699),Assessors Block 4241/Lot002,4241002,4241,2,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016991.219,2102253.193,37.75334,-122.3841284,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7533400011811, -122.384128384237)"
498134,"The Sandwich Stand, LLC.",Truck,8627000,MAIN ST: MARKET ST to MISSION ST (1 - 99),50 MAIN ST,3711019,3711,19,13MFF-0132,REQUESTED,,6013722.24,2116531.414,37.79236351,-122.396434,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0132&ExportPDF=1&Filename=13MFF-0132_schedule.pdf,,,,20/11/13,0,,"(37.792363514411, -122.396434007976)"
487711,Teresa Hotdogs,Truck,892000,18TH ST: CASTRO ST to COLLINGWOOD ST (4100 - 4199),4111 18TH ST,2695001,2695,1,13MFF-0125,REQUESTED,Hot dogs & various beverages,6002267.741,2105227.523,37.76068177,-122.4352579,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0125&ExportPDF=1&Filename=13MFF-0125_schedule.pdf,,,,21/10/13,0,,"(37.7606817687521, -122.435257895808)"
735318,Ziaurehman Amini,Push Cart,30727000,MARKET ST: DRUMM ST intersection,5 THE EMBARCADERO,234017,234,17,15MFF-0159,REQUESTED,,6013916.72,2117244.027,37.794331,-122.3958111,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0159&ExportPDF=1&Filename=15MFF-0159_schedule.pdf,,,,31/12/15,0,03/15/2016 12:00:00 AM,"(37.7943310032468, -122.395811053023)"
654243,Tacos Esmeralda,Truck,5336000,EVANS AVE: QUINT ST to RANKIN ST (1700 - 1799),1700 EVANS AVE,5227001,5227,1,15MFF-0130,REQUESTED,Burritos: tacos: quesadillas: and tortas,6014950.929,2099216.653,37.74488929,-122.390972,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0130&ExportPDF=1&Filename=15MFF-0130_schedule.pdf,Mo-We:7AM-4PM,,,12/05/15,0,,"(37.744889286143, -122.390971976935)"
364218,The Chai Cart,Push Cart,9543000,NEW MONTGOMERY ST: AMBROSE BIERCE ST to MISSION ST (77 - 99),79 NEW MONTGOMERY ST,3707014,3707,14,12MFF-0083,SUSPEND,Hot Indian Chai (Tea),6012504.312,2114926.774,37.7878897,-122.4005353,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0083&ExportPDF=1&Filename=12MFF-0083_schedule.pdf,Mo-Su:7AM-6PM,,,03/04/12,0,,"(37.7878896999061, -122.400535326777)"
526132,Bach Catering,Truck,5118000,EGBERT AVE: NEWHALL ST to PHELPS ST (1800 - 1899),1843 EGBERT AVE,5447053,5447,53,14MFF-0034,EXPIRED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6011893.793,2092823.701,37.72716547,-122.4010939,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf,Mo-Fr:10AM-11AM,,03/13/2014 12:00:00 AM,13/03/14,1,03/15/2015 12:00:00 AM,"(37.7271654734939, -122.401093930725)"
437198,Natan's Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1580 BURKE AVE,5203066,5203,66,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016479.944,2099135.868,37.74475219,-122.3856792,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Fr:8AM-9AM;Sa:9AM-10AM,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7447521916164, -122.385679248721)"
665242,The Whole Cart,Truck,10627000,POST ST: GRANT AVE to STOCKTON ST (200 - 299),225 POST ST,309027,309,27,15MFF-0015,REQUESTED,Multiple Trucks,6011043.045,2115156.951,37.78844011,-122.4056073,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0015&ExportPDF=1&Filename=15MFF-0015_schedule.pdf,Tu/Fr/Sa:5PM-9PM,,,25/02/15,0,,"(37.788440109524, -122.405607286668)"
509479,Sun Rise Catering,Truck,446000,09TH ST: LARKIN ST \ MARKET ST to JESSIE ST (1 - 55),55 09TH ST,3701066,3701,66,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6008215.236,2111083.648,37.77709727,-122.4151027,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:9AM-11AM,,09/10/14 0:00,08/01/14,1,03/15/2015 12:00:00 AM,"(37.7770972708968, -122.415102651361)"
626192,Taza Halal Cart,Push Cart,8742203,MARKET ST: SUTTER ST to 02ND ST (560 - 574) -- NORTH --,572 MARKET ST,291013,291,13,15MFF-0026,INACTIVE,Gyro Sandwich: Chicken Sandwich: lamb over rice: chicken over rice: combination over rice,6012285.359,2115631.172,37.7898116,-122.4013424,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0026&ExportPDF=1&Filename=15MFF-0026_schedule.pdf,Mo-We:10AM-9PM,,,02/03/15,0,,"(37.789811597719, -122.401342389334)"
437216,Natan's Catering,Truck,2157202,ALEMANY BLVD: FOLSOM ST to ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP (400 - 498) -- NORTH --,400 ALEMANY BLVD,5843024,5843,24,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008042.137,2095078.992,37.7331424,-122.4145686,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Fr:12PM-1PM,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7331423951426, -122.414568632419)"
509482,Sun Rise Catering,Truck,9298000,MONTGOMERY ST: SUTTER ST to BUSH ST (100 - 199),180 MONTGOMERY ST,289009,289,9,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6012111.167,2115971.308,37.79073581,-122.401969,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:1PM-2PM,,09/10/14 0:00,08/01/14,1,03/15/2015 12:00:00 AM,"(37.790735810536, -122.40196900168)"
526147,Cheese Gone Wild,Truck,106000,01ST ST: NATOMA ST to HOWARD ST (165 - 199),400 HOWARD ST,3720008,3720,8,14MFF-0035,EXPIRED,Grilled Cheese Sandwiches,6013858.06,2115347.095,37.78911921,-122.395881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0035&ExportPDF=1&Filename=14MFF-0035_schedule.pdf,Tu:10AM-3PM,,03/13/2014 12:00:00 AM,13/03/14,0,03/15/2015 12:00:00 AM,"(37.7891192076677, -122.395881039335)"
638845,Plaza Garibaldy,Truck,9546000,NEW MONTGOMERY ST: NATOMA ST to HOWARD ST (158 - 199),180 NEW MONTGOMERY ST,3722022,3722,22,15MFF-0114,INACTIVE,Tacos: burritos: quesadillas,6012785.32,2114324.261,37.78625101,-122.3995208,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0114&ExportPDF=1&Filename=15MFF-0114_schedule.pdf,We/Th/Fr:11AM-3PM,,,06/04/15,0,,"(37.7862510074437, -122.399520766943)"
437217,Natan's Catering,Truck,1507000,26TH ST: RHODE ISLAND ST to KANSAS ST (2200 - 2299),Assessors Block 4281a/Lot012A,4281a012A,4281a,012A,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011939.286,2101416.045,37.75076077,-122.4015403,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7507607694601, -122.401540291357)"
526127,Bach Catering,Truck,13784000,YOSEMITE AVE: LANE ST to MENDELL ST (1700 - 1799),1760 YOSEMITE AVE,5414020,5414,20,14MFF-0034,EXPIRED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6013838.475,2093363.33,37.72875548,-122.3944089,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2014 12:00:00 AM,13/03/14,1,03/15/2015 12:00:00 AM,"(37.7287554795043, -122.394408901501)"
509485,Sun Rise Catering,Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,289003,289,3,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6012406.465,2115874.016,37.79048515,-122.4009404,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:7AM-9AM,,09/10/14 0:00,08/01/14,1,03/15/2015 12:00:00 AM,"(37.790485146128, -122.40094044069)"
509480,Sun Rise Catering,Truck,12477000,TEHAMA ST: 08TH ST to 09TH ST (700 - 799),716 TEHAMA ST,3729102,3729,102,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6009163.974,2110527.603,37.77562377,-122.4117814,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo-Fr:10AM-11AM,,09/10/14 0:00,08/01/14,1,03/15/2015 12:00:00 AM,"(37.7756237711242, -122.411781357745)"
437201,Natan's Catering,Truck,0,,Assessors Block 4227/Lot012,4227012,4227,12,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014953.292,2102226.967,37.75315511,-122.3911742,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7531551067155, -122.391174184456)"
634196,Smokin Warehouse Barbecue,Truck,24388000,SOUTH VAN NESS AVE: 12TH ST \ MISSION ST \ OTIS ST intersection,1655 MISSION ST,3514119,3514,119,15MFF-0105,REQUESTED,BBQ Sandwiches: BBQ lunch platters: sides (corn bread: beans: chili: potato salad: coleslaw): water: sodas: energy drinks: housemade iced tea.,6007105.134,2109091.101,37.77156377,-122.4188015,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0105&ExportPDF=1&Filename=15MFF-0105_schedule.pdf,Mo/We:11AM-4PM,,,24/03/15,0,03/15/2016 12:00:00 AM,"(37.7715637663341, -122.418801505439)"
665120,Gour Chaat,Push Cart,3524000,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),1 CALIFORNIA ST,264004,264,4,15MFF-0044,REQUESTED,Chaats: vegeterian wraps: chai: soft drinks,6013552.57,2116844.5,37.79321373,-122.397043,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0044&ExportPDF=1&Filename=15MFF-0044_schedule.pdf,Th/Fr/Sa:8AM-6PM,,,09/03/15,0,,"(37.7932137316634, -122.397043036718)"
437190,Natan's Catering,Truck,0,,Assessors Block 8722/Lot003,8722003,8722,3,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014776.597,2107430.478,37.76743302,-122.3921491,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7674330173312, -122.392149114172)"
437204,Natan's Catering,Truck,797000,17TH ST: MISSION ST to HOFF ST (3300 - 3343),3335 17TH ST,3576086,3576,86,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6006602.872,2106039.462,37.76315639,-122.4203222,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa:10AM-11AM;Mo/Tu/We/Th/Fr:1PM-2PM,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7631563932265, -122.420322231526)"
646995,Tacos El Primo,Truck,10829000,QUINT ST: DAVIDSON AVE to EVANS AVE (300 - 399),1700 EVANS AVE,5227001,5227,1,15MFF-0122,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,6014950.929,2099216.653,37.74488929,-122.390972,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0122&ExportPDF=1&Filename=15MFF-0122_schedule.pdf,Mo-Fr:10AM-4PM,,,21/04/15,1,03/15/2016 12:00:00 AM,"(37.744889286143, -122.390971976935)"
526091,"Del Popolo, LLC.",Truck,5872000,FRONT ST: JACKSON ST to PACIFIC AVE (600 - 699),600 FRONT ST,172010,172,10,14MFF-0030,EXPIRED,Wood Fired Pizzas,6013015.315,2118400.114,37.79745516,-122.3990112,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0030&ExportPDF=1&Filename=14MFF-0030_schedule.pdf,Mo-Fr:8AM-4PM,,03/13/2014 12:00:00 AM,13/03/14,0,03/15/2015 12:00:00 AM,"(37.7974551567824, -122.399011222821)"
656150,Afghani Rice,Push Cart,8742101,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,555 MARKET ST,3708057,3708,57,15MFF-0115,REQUESTED,Rice - Chicken & Beef: sauce: cold drinks: hot drinks,6012693.864,2115651.384,37.78988988,-122.3999304,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0115&ExportPDF=1&Filename=15MFF-0115_schedule.pdf,Th/Fr/Sa:10AM-8PM,,,07/04/15,0,03/15/2016 12:00:00 AM,"(37.7898898782098, -122.399930411351)"
437196,Natan's Catering,Truck,0,,Assessors Block 4172/Lot010,4172010,4172,10,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015746.892,2103656.591,37.75712456,-122.3885295,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7571245603861, -122.388529515257)"
509489,Sun Rise Catering,Truck,12682000,TREAT AVE: 16TH ST \ HARRISON ST to 17TH ST (300 - 399),350 TREAT AVE,3572002,3572,2,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6008547.66,2106498.902,37.76452731,-122.4136283,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/14 0:00,08/01/14,1,03/15/2015 12:00:00 AM,"(37.7645273058937, -122.413628336663)"
321365,Sausage Slinger,Push Cart,9544000,NEW MONTGOMERY ST: MISSION ST to MINNA ST (100 - 130),100 NEW MONTGOMERY ST,3722071,3722,71,11MFF-0070,SUSPEND,Hot Dogs: Chips and Soda,6012529.293,2114617.375,37.78704156,-122.4004272,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0070&ExportPDF=1&Filename=11MFF-0070_schedule.pdf,Mo-Fr:8AM-6PM,,,11/04/11,0,03/15/2013 12:00:00 AM,"(37.7870415558717, -122.400427155584)"
437194,Natan's Catering,Truck,0,,Assessors Block 7295/Lot022,7295022,7295,22,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,5989624.724,2094318.981,37.73000368,-122.4781863,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7300036831892, -122.478186325415)"
437214,Natan's Catering,Truck,6721000,HARRISON ST: MERLIN ST to OAK GROVE ST (924 - 950),950 HARRISON ST,3753241,3753,241,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011666.481,2111483.537,37.77838862,-122.4031918,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Fr:12PM-1PM,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7783886157866, -122.403191783229)"
437192,Natan's Catering,Truck,6759001,HARRISON ST: 26TH ST to KAMILLE CT (3000 - 3048),3040 HARRISON ST,6573001,6573,1,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6008722.691,2100785.001,37.74884806,-122.412619,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Su:11AM-12PM,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7488480565663, -122.412618994655)"
509494,Sun Rise Catering,Truck,8100000,LANGTON ST: DECKER ALY to HARRISON ST (108 - 183),171 LANGTON ST,3755117,3755,117,14MFF-0001,EXPIRED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6010485.625,2110494.318,37.77560643,-122.4072071,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,Mo/Tu/We/Th/Fr:9AM-10AM,,09/10/14 0:00,08/01/14,1,03/15/2015 12:00:00 AM,"(37.7756064329553, -122.40720707415)"
437203,Natan's Catering,Truck,0,,Assessors Block 5369/Lot003,5369003,5369,3,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011013.658,2096830.358,37.73811777,-122.4044185,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7381177715919, -122.404418467212)"
437215,Natan's Catering,Truck,5337000,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,5232005,5232,5,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6014340.249,2099120.438,37.7445912,-122.3930769,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Mo-Fr:12PM-1PM,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7445911950917, -122.393076880858)"
646998,Tacos El Primo,Truck,7480000,JENNINGS ST: WALLACE AVE to YOSEMITE AVE (2200 - 2299),1495 WALLACE AVE,4831003,4831,3,15MFF-0122,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,6015319.326,2092304.552,37.7259305,-122.3892156,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0122&ExportPDF=1&Filename=15MFF-0122_schedule.pdf,Tu/Sa:8AM-3PM;Mo/Tu/We/Th/Fr:10AM-2PM,,,21/04/15,1,03/15/2016 12:00:00 AM,"(37.7259304950399, -122.389215559421)"
710566,Mora Taco Truck,Truck,10661000,POTRERO AVE: 16TH ST to 17TH ST (300 - 399),359 POTRERO AVE,3961016,3961,16,15MFF-0006,REQUESTED,Tacos: quesadillas: burritos: tortas: tostadas,6010427.261,2106686.404,37.76514751,-122.4071405,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0006&ExportPDF=1&Filename=15MFF-0006_schedule.pdf,Mo-We:9AM-2PM,,,13/02/15,0,,"(37.7651475103788, -122.407140493701)"
437206,Natan's Catering,Truck,0,,Assessors Block 5216/Lot030,5216030,5216,30,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015212.23,2099399.714,37.74540643,-122.3900812,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,Sa/Sa/Sa/Sa/Sa:12AM-1AM;Mo/Mo/Mo/Mo/Mo:6AM-7AM/8AM-9AM;Su/Su/Su/Su/Su:9AM-10AM;Mo/Mo/Mo/Mo/Mo:9AM-1,,04/12/13 0:00,12/04/13,1,03/15/2014 12:00:00 AM,"(37.7454064294164, -122.390081224847)"
646996,Tacos El Primo,Truck,5688000,FOLSOM ST: 14TH ST to 15TH ST (1800 - 1899),1800 FOLSOM ST,3549083,3549,83,15MFF-0122,REQUESTED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,6007856.719,2107724.046,37.76785244,-122.4161049,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0122&ExportPDF=1&Filename=15MFF-0122_schedule.pdf,Mo/Tu/We/Th/Fr:4PM-10PM,,,21/04/15,1,03/15/2016 12:00:00 AM,"(37.7678524427181, -122.416104892532)"
526133,Bach Catering,Truck,11546000,SANSOME ST: HALLECK ST to SACRAMENTO ST (334 - 399),350 SANSOME ST,238006,238,6,14MFF-0034,EXPIRED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6012413.269,2117074.903,37.79378288,-122.4010013,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf,Mo-Fr:6AM-8AM/11AM-12PM,,03/13/2014 12:00:00 AM,13/03/14,1,03/15/2015 12:00:00 AM,"(37.7937828768391, -122.401001311993)"
